100 0.000141
5100 0.274602
10100 1.13602
15100 2.58997
20100 4.64639
25100 7.30745
30100 10.5463
35100 14.4029
40100 18.8157
45100 24.0022
50100 29.6897
55100 36.0532
60100 43.2183
65100 51.1576
70100 60.9749
75100 70.6721
80100 79.8367
