100 9e-06
5100 6e-05
10100 0.000115
15100 0.00017
20100 0.000226
25100 0.000286
30100 0.000334
35100 0.000389
40100 0.000448
45100 0.000499
50100 0.00056
55100 0.000612
60100 0.000683
65100 0.000728
70100 0.000787
75100 0.000877
80100 0.000898
