100 0.00011
5100 0.25706
10100 1.00816
15100 2.31083
20100 4.01428
25100 6.07594
30100 8.45717
35100 11.505
40100 15.0432
45100 19.4799
50100 23.8064
55100 29.3974
60100 35.2977
65100 41.7302
70100 48.3626
75100 55.7125
80100 63.4934
85100 71.9507
