100 0.000222
5100 0.491339
10100 2.0147
15100 4.51718
20100 8.05119
25100 12.5715
30100 18.0779
35100 24.6357
40100 32.1813
45100 40.776
50100 50.3007
55100 60.8162
60100 71.1156
65100 83.4031
70100 96.9395
75100 114.572
80100 128.29
