100 6e-06
5100 5.8e-05
10100 0.000113
15100 0.000167
20100 0.000221
25100 0.000282
30100 0.000331
35100 0.000381
40100 0.00044
45100 0.000494
50100 0.000552
55100 0.000603
60100 0.00066
65100 0.000713
70100 0.000777
75100 0.000819
80100 0.000893
85100 0.000937
