100 0.000147
5100 0.408134
10100 1.69183
15100 3.75774
20100 6.6334
25100 10.3798
30100 14.9232
35100 20.337
40100 26.5801
45100 33.5191
50100 41.6445
55100 50.255
60100 59.7288
65100 70.0337
70100 81.2722
75100 93.3532
80100 108.311
85100 121.615
